"unique_ID","boot","S","sPIE","s_N","Nind","biomass","shrimp_bio","flounder_bio","tempS","tempB","salS","salB"
"1536 _ g","9",47,1.3485300339712,24.0492273874216,25122,1484.809,25.317,1.77,20.91,20.5,35.1994,35.4774
"1486 _ g","9",52,4.49674915145836,31.7957458476851,7691,479.085,21.887,9.096,19.458,19.012,35.3018,35.6966
"1246 _ g","9",46,3.55176247701128,26.2441218729343,25179,2365.476,1.336,2.005,19.388,19.702,32.6444,33.483
"1294 _ g","9",43,7.14527973384129,33.6497843697518,4461,569.695,3.173,2.961,22.044,21.49,35.348,35.715
"1340 _ g","9",45,5.22066049968281,30.9440640883409,10370,546.471,18.088,0.788,24.928,24.214,35.8388,35.99
"1534 _ g","9",41,4.17719417796453,29.1760333177971,6054,902.428,1.693,0,25.248,24.23,35.0774,35.493
"1532 _ g","9",41,5.46333725103003,29.4523603579775,6470,324.37,0.738,0,23.476,22.906,35.0298,35.1572
"1582 _ g","9",35,2.40833535408964,20.7358338811467,6316,329.122,0.015,0.175,25.244,24.998,35.1532,35.2754
"1923 _ g","9",39,8.32125368081853,28.8619985661814,6076,333.169,0.944,0.608,24.068,23.606,34.408,34.7096
"1973 _ g","9",31,2.14919079628008,24.5332512560562,1946,79.135,0,1.232,24.022,23.61,34.9882,35.2202
"1680 _ g","9",45,3.77469112345586,34.5534259532112,4832,319.225,2.693,1.239,24.572,24.296,34.6744,35.128
"1730 _ g","9",41,2.20254337190175,25.5474005092269,6408,568.669,3.613,0.736,23.71,23.586,35.2556,35.3586
"1778 _ g","9",46,9.64643982906563,35.2602364849351,3612,298.133,40.686,0.626,24.922,24.532,35.0896,35.1012
"1777 _ g","9",41,5.57598512037613,31.7733615814235,7273,442.461,47.898,1.229,21.632,21.296,34.5084,34.7466
"1630 _ g","9",45,5.40945458660941,33.906673539395,2624,302.794,2.225,0.522,21.642,21.578,35.5896,35.6406
"1924 _ g","9",36,2.02630233501392,23.9027909820016,11443,327.95,13.574,0.853,25.186,24.946,34.6894,34.834
"1777 _ h","9",47,5.83964560573914,34.4308331607975,4366,517.694,0.907,0.6,26.496,26.136,34.9584,35.179
"1778 _ h","9",46,3.29403176495828,27.3195472447799,10241,715.528,8.294,1.578,24.15,23.908,34.5012,34.9112
"1730 _ h","9",45,6.83372372772689,35.3147047352111,2542,186.338,26.022,0,21.128,20.974,35.1546,35.2762
"1340 _ h","9",55,10.853851232589,39.9677204692557,7514,347.176,38.354,4.738,22.602,22.148,35.5772,35.6464
"1630 _ h","9",48,8.47273394476994,33.5064589792086,7796,461.188,0.394,0.274,25.756,24.718,35.6662,35.7516
"1680 _ h","9",57,7.55330684939015,39.0329117389502,4869,666.446,18.133,1.098,20.624,20.528,34.3706,34.8864
"1826 _ h","9",53,11.3198255464915,42.954185192242,4386,307.826,39.802,3.188,23.516,23.494,34.14,34.6974
"1875 _ h","9",48,4.16826722235299,32.8958800685333,6882,559.242,31.697,1.632,24.368,24.236,33.8944,34.3992
"2419 _ h","9",50,5.10746266640381,27.7086270333767,21122,995.51,40.921,1.083,25.594,24.196,35.5568,36.0264
"2519 _ h","9",45,6.41991129101408,27.1892055657189,10925,481.204,20.855,0.933,21.992,21.198,35.4858,35.5526
"2569 _ h","9",55,3.1141482748263,33.4955019157618,10289,900.786,5.787,3.104,26.008,25.076,36.0214,36.254
"2771 _ h","9",53,1.7249059665244,25.8437302215568,29871,1288.893,0.813,0,24.612,23.94,35.732,35.745
"2721 _ h","9",43,3.97456872709885,28.6600834759855,5697,388.373,0.409,1.474,25.194,23.69,35.4396,35.6958
"2670 _ h","9",53,2.31810908946614,33.4324862270997,8539,275.072,0.162,0.415,22.73,22.316,35.4026,35.5808
"2620 _ h","9",55,1.8390501670776,23.277415369127,31201,436.649,19.631,1.337,22.65,21.872,35.4208,35.5632
"1924 _ h","9",47,4.02361115054037,33.8511775966008,4851,290.321,0.297,0.538,21.672,21.25,35.0632,35.1748
"2219 _ h","9",56,2.52005915614717,33.4835112835745,6757,213.084,10.319,0.675,25.15,24.644,34.8802,35.1212
"2269 _ h","9",46,3.49680279029211,28.3895095875053,5347,287.395,0.381,2.398,25.114,24.696,35.0366,35.1718
"2319 _ h","9",47,6.44978471539603,30.7206686570117,7601,401.027,13.247,1.11,26.746,26.268,35.4068,35.5524
"2318 _ h","9",46,5.74611476439419,29.1699472309005,9107,286.971,19.488,0.87,24.44,23.8,35.1052,35.208
"2169 _ h","9",45,3.64522536221365,32.8728782891035,4505,378.811,20.078,0.716,26.92,25.974,34.1472,34.636
"2170 _ h","9",47,10.5409342585542,35.7959705036857,6792,366.173,34.648,1.074,26.612,25.884,34.255,35.425
"2120 _ h","9",46,4.42233002052948,31.6550151351079,8637,443.684,35.273,0.659,26.288,25.998,34.8248,35.074
"1294 _ h","9",59,8.18514777377275,40.8518480852096,11602,1277.667,23.899,2.45,21.924,21.592,34.9146,35.0458
"1246 _ h","9",49,6.18783150817671,30.733146921646,13015,1405.785,3.355,1.538,20.886,21.082,33.1896,34.0478
"1486 _ h","9",43,2.75040314735745,25.1373248647412,24054,2200.727,5.644,6.605,22.072,21.546,35.0152,35.3984
"1536 _ h","9",58,4.35065118263871,32.0608092053601,15594,837.941,15.72,3.701,22.38,22.028,35.386,35.575
"1586 _ h","9",51,6.42041879238725,32.7821130524559,4811,432.121,0.333,1.604,22.994,22.554,35.3014,35.5084
"1534 _ h","9",56,8.68618109809682,34.8450355768758,19371,941.779,6.464,4.627,23.878,23.6,35.0312,35.1436
"1532 _ h","9",46,5.07342308800856,30.3102050004128,9599,520.392,6.121,1.296,25.39,24.532,34.7192,34.8304
"1582 _ h","9",45,4.05405020191825,26.6244785045162,13795,741.525,0,0.445,23.794,22.864,34.9468,34.9898
"1923 _ h","9",43,4.64922088247606,30.7571672913047,8094,397.924,22.32,9.487,25.792,25.626,34.96,35.1128
"1973 _ h","9",39,3.64218753442464,24.5261369861608,7968,466.146,0.36,0.122,23.294,23.104,34.8628,35.039
"2022 _ h","9",47,2.91628350839781,34.8304170250766,4734,325.578,0.03,0.913,24.82,24.496,33.4648,34.3802
"2021 _ h","9",43,3.61320149162226,26.7471695237629,9155,535.846,23.521,2.92,27.386,27.214,34.872,35.06
"1972 _ h","9",45,3.44604114250251,31.9742472956611,4325,347.675,0.727,1.64,23.046,23.236,34.8634,35.167
"2318 _ i","9",45,7.4752433777146,29.4514679882575,7281,236.851,27.383,0.664,23.538,22.59,33.3164,33.6582
"2269 _ i","9",59,3.94940501556335,31.6412655962135,7696,361.452,25.315,1.082,23.868,22.438,33.1602,33.8868
"2219 _ i","9",47,6.26414398089041,34.5697986269924,4777,332.426,13.105,0.412,25.598,25.542,33.6318,34.2974
"2169 _ i","9",55,9.33579724469846,36.7327922010077,6504,368.471,9.852,0.429,21.804,21.21,30.6646,32.2992
"2170 _ i","9",49,9.31858760386478,34.5210122065971,4117,187.039,7.698,0.535,23.476,22.902,31.621,32.4214
"2120 _ i","9",51,3.42400959138706,34.4678827565488,6759,521.274,1.286,1.377,24.292,23.306,33.2668,33.999
"2021 _ i","9",42,4.35909285626844,26.1812172793537,17504,748.018,23.918,0.678,25.396,24.808,31.5108,33.523
"1826 _ i","9",48,4.78211108776353,36.3215148570326,3787,226.93,0.784,1.575,22.034,21.402,31.5704,34.041
"1582 _ i","9",42,4.97226646290381,27.7248547726737,4410,399.382,0,0.455,25.71,25.178,34.764,34.8244
"1534 _ i","9",51,4.5186447763654,32.0194451390996,17938,1551.527,2.642,1.145,26.752,26.174,33.9878,34.726
"1536 _ i","9",45,2.28098310211256,26.3136228286784,23225,1663.158,20.962,17.248,22.194,21.504,33.9814,35.2004
"1586 _ i","9",49,3.40764344355783,32.6206691557393,4339,226.725,10.786,1.875,25.33,24.788,33.219,34.3594
"1340 _ i","9",55,4.71731783592798,27.543364974876,32272,1741.292,29.607,1.047,20.842,19.81,35.275,35.3802
"1630 _ i","9",53,2.75102264090795,30.1763270683487,7717,498,0.79,0.53,25.296,25.074,34.848,34.9024
"1680 _ i","9",56,1.92156657655869,27.0441443025242,16836,1099.617,1.515,1.609,24.134,23.742,34.2298,34.7032
"1486 _ i","9",54,3.51363601435939,33.6557287360467,18006,1542.689,11.834,8.847,21.094,20.916,34.1774,34.7578
"1875 _ i","9",55,7.48616736627635,33.4358400896919,7888,305.556,26.406,0.382,21.868,21.716,32.0422,32.7614
"1924 _ i","9",51,3.76884471890789,32.7548585447031,7283,324.273,15.85,1.526,24.798,24.368,32.291,33.7812
"1923 _ i","9",44,6.27509057107831,35.8755303827074,2788,553.929,0.204,3.725,26.08,25.224,33.3174,34.1966
"1973 _ i","9",47,5.5285175437763,39.7591603003612,1869,130.929,0.999,0.046,23.988,23.346,33.642,34.2256
"1972 _ i","9",46,6.29825830865444,28.7197848144489,6671,458.201,0.622,4.657,24.96,24.134,32.075,33.4144
"2319 _ i","9",48,4.80343948321887,32.4739324670359,4336,257.208,6.89,0.386,25.03,24.608,34.8446,34.889
"2419 _ i","9",65,4.41998268432046,27.6635638437869,24588,1193.837,48.969,5.129,24.88,24.57,34.1238,34.5804
"2519 _ i","9",57,4.8484264615172,32.2399875132274,12243,793.957,36.159,1.653,22.98,22.198,32.8288,33.4976
"2771 _ i","9",53,4.25122992445753,28.8326201679765,19021,1093.173,3.391,0.233,26.578,25.236,35.1522,35.2982
"2721 _ i","9",61,5.17568341810832,37.8456696412352,9312,582.557,4.426,1.712,24.262,21.746,35.1734,35.2734
"2670 _ i","9",61,9.73144678411801,39.484772453547,7700,411.119,0.202,0.853,22.636,22.266,33.9636,34.238
"2620 _ i","9",59,3.1778388316061,34.1109587126371,11766,1037.205,1.085,2.889,21.986,20.668,34.1282,34.5034
"2569 _ i","9",51,5.23999011077782,30.1855337824827,9977,424.29,12.433,1.246,22.012,20.61,33.3512,33.9298
"2022 _ i","9",49,5.00344346372356,33.6241969098472,3759,291.982,0,0.672,25.772,24.958,31.7054,33.7348
"1730 _ i","9",50,2.09863545447011,33.4409698263303,6480,317.484,2.582,0.606,23.164,23.378,29.3478,34.692
"1778 _ i","9",51,2.72072304344959,27.87514461806,16060,1013.734,14.441,0.345,24.12,23.818,34.356,34.427
"1777 _ i","9",54,3.33844301818618,28.675611307542,19243,913.979,48.414,2.444,22.568,22.234,33.7028,33.8528
"1294 _ i","9",59,4.02861771118631,33.149366986656,11395,835.398,9.741,8.343,24.19,23.864,33.961,34.2916
"1246 _ i","9",53,9.22575382577733,31.8622683045946,17237,2271.061,8.828,3.847,21.2,20.966,30.4662,34.4742
"1532 _ i","9",48,5.73501610936883,32.3111061263006,10187,663.066,2.453,1.527,24.822,24.69,34.4658,34.859
"1924 _ a","10",46,6.33283431184192,28.916117632087,5432,179.384,4.73,0,24.78,24.64,33.68,34.1
"1875 _ a","10",46,1.1473783475101,18.9169406882461,39888,2568.487,2.473,0.542,25.44,24.86,32.98,33.54
"1586 _ a","10",53,3.95513987263757,30.911816517217,8429,517.423,0.903,0.807,23.68,23.44,33.98,34.82
"1536 _ a","10",61,5.32682963756963,37.1979142033451,4790,388.117,0.836,1.628,24.98,24.76,35.68,35.68
"1486 _ a","10",58,2.96188914486718,22.9741739316777,22581,1628.54,1.392,3.677,23.46,22.12,31.6,35.36
"1730 _ a","10",44,6.42510291721123,36.0361355486901,2663,99.145,9.02,0.039,25.26,23.74,34.14,35.44
"1778 _ a","10",58,3.68387892631774,36.4541150612137,8958,565.728,17.788,1.612,25.1,24.54,33.98,34.64
"1777 _ a","10",52,12.9953081364291,38.4416614939088,3698,173.491,23.443,0.358,22.56,22.66,33.58,34.1
"2771 _ a","10",66,7.98572910036495,41.1419266166433,6239,389.548,0.93,0.628,23.5,23.74,35.18,35.28
"2620 _ a","10",60,4.69929908524868,30.8115955993356,12510,645.855,4.774,2.074,24.86,24.46,36.08,36.12
"2269 _ a","10",53,10.0262596022393,40.7202523541839,3359,191.012,14.062,1.204,22.98,23.22,33.1,33.36
"2219 _ a","10",50,11.6993378785306,40.7736689513335,2289,193.095,4.17,0.28,26.62,26.82,33.82,34
"2169 _ a","10",56,13.4421173058667,43.9470909527881,2781,106.542,9.075,1.052,23.32,23.1,32.02,33.42
"1340 _ a","10",65,8.26836484313151,44.1411862753608,9457,475.118,11.411,6.17,23.26,22.96,35.04,35.18
"1534 _ a","10",68,5.28853270827397,40.5398406744338,8815,475.209,9.567,5.147,24.1,23.78,34.36,34.96
"1582 _ a","10",59,4.52017992772545,38.9559144011625,7516,678.897,6.995,2.145,23.32,22.98,34.84,34.86
"2022 _ a","10",61,11.7787448443871,49.8138758048562,3877,462.798,0.295,1.512,21.7,21.62,30.98,33.62
"2021 _ a","10",59,9.6065208940849,43.5291192815177,3793,162.061,25.006,1.709,24.08,24.12,33.48,34.14
"2419 _ a","10",62,6.08838670558968,37.0703918579421,9226,623.283,0.79,0.495,25.48,24.84,35.22,35.34
"2318 _ a","10",52,5.20265493643019,28.2278696294202,17168,617.706,22.062,0.992,26.92,26.58,35.14,35.28
"1923 _ a","10",59,6.97725253521512,42.3896704324804,3271,153.408,9.525,0.39,23,23.04,33.46,33.46
"1630 _ a","10",58,3.02144402198191,39.7194416105968,7314,2463.29,0,1.195,23.34,22.66,34.98,35.12
"1680 _ a","10",63,8.22698859002815,48.7861618076651,3047,144.585,9.388,1.079,22.36,22.44,34.06,34.52
"2170 _ a","10",55,4.64128122619972,39.4848623495512,3183,103.682,7.745,0.291,24.86,25.1,33.72,34.18
"2120 _ a","10",49,2.70912379908534,36.6710060505478,2364,197.258,5.122,1.42,23.76,24.08,33.9,33.9
"1246 _ a","10",64,5.4751456676418,41.0722859911387,6398,1296.908,11.335,3.865,23.58,23.34,32.92,35.6
"2319 _ a","10",49,8.0771063981388,38.1604424340189,2447,197.398,1.38,0.18,26.26,26.24,34.12,34.26
"1294 _ a","10",68,10.2193002832212,40.328499172432,12238,959.09,2.386,6.314,22.42,22.7,34.76,34.92
"1532 _ a","10",54,2.71662428197517,32.9550169249054,8004,598.326,2.538,1.369,23.1,22.56,34.48,34.72
"1973 _ a","10",52,3.10393173444073,42.3902336474275,1975,67.715,0.694,2.566,21.54,20.98,32.44,33.2
"1972 _ a","10",51,4.24263200553608,37.9975798469025,4478,360.977,6.122,8.171,21.74,21.32,30.1,32.78
"2670 _ a","10",55,2.80142370707247,24.8991042106941,13065,585.49,0.789,0.663,24.24,24.26,35.94,35.94
"2721 _ a","10",60,3.16270817057708,28.7784015223629,16596,673.303,5.81,1.843,24.66,24.46,35.9,35.92
"2569 _ a","10",64,4.3169062712669,32.3008858176299,16483,962.741,1.59,0.672,24.7,24.92,35.62,35.66
"2519 _ a","10",61,5.361846900808,29.458765103546,15486,976.246,6.636,0.913,26.74,26.68,35.88,35.9
"1826 _ a","10",47,2.12692247211577,30.2295660894417,10638,462.547,26.015,1.638,25.06,24.74,33.44,33.82
"1777 _ b","10",56,10.5042485648025,43.8229254836104,3934,217.469,4.137,3.095,21.108,20.114,33.9576,34.284
"1586 _ b","10",44,8.90861226024821,34.8447331891372,2304,143.932,0.196,6.992,21.768,21.648,35.0352,35.1572
"1534 _ b","10",48,4.70880364094372,32.6064514614578,20441,1233.529,2.837,4.374,19.95,18.868,33.6376,34.3292
"1532 _ b","10",59,5.12048697502355,37.5009772972924,6678,471.417,1.799,1.033,23.362,22.606,34.5878,34.8718
"1582 _ b","10",66,6.01146447220593,42.196104208087,5148,469.039,0.691,0.551,24.352,24.01,35.393,35.6078
"1630 _ b","10",57,5.23680905606783,34.0501537127344,7140,771.621,0.032,2.06,20.76,19.666,34.3608,34.674
"1680 _ b","10",51,7.28351507376523,44.6444314879194,1515,471.782,0,1.946,19.4,19.172,34.6234,34.685
"1778 _ b","10",57,11.268612775182,45.0334659610267,2149,179.5,11.084,1.615,23.242,22.524,34.0174,34.3786
"1730 _ b","10",49,4.29452315696567,48.5071556650201,962,40.776,0.4,0.073,25.46,24.122,34.8266,35.2306
"1826 _ b","10",46,5.77071825760309,41.4074164997185,1580,84.594,1.691,2.733,24.01,23.478,33.3704,34.1324
"1875 _ b","10",56,5.00355814606875,41.4008037996798,3242,344.707,15.63,5.034,24.716,24.248,33.6242,34.2296
"1924 _ b","10",51,7.25976920342366,49.5736940875153,1031,48.833,0.308,1.315,23.236,23.226,34.383,34.3938
"1923 _ b","10",60,6.91233641619928,44.2638120106002,3661,187.936,11.658,2.37,22.072,21.78,33.4932,34.1038
"1973 _ b","10",36,3.66254331533564,40.0680167182216,739,44.748,0.309,0.906,25.792,25.414,34.038,34.1618
"1972 _ b","10",46,8.20315151157472,44.2045203190765,1055,62.881,5.792,0.146,23.638,22.88,30.6864,32.7642
"2022 _ b","10",53,4.44339899112715,38.6150131167791,3582,359.004,0.045,0.18,23.424,22.676,31.1764,33.3948
"2021 _ b","10",49,8.82999921114155,36.6311264624604,3139,134.307,18.683,0,20.66,19.84,30.8932,32.0526
"1536 _ b","10",59,4.41889662310701,34.9765928777291,5475,469.275,0.712,2.793,22.566,21.756,34.7646,35.1556
"1486 _ b","10",49,5.2049065040896,27.973829588361,5722,373.053,0.312,1.745,23.24,22.334,34.672,35.0628
"2219 _ b","10",52,6.01480113348851,42.6707302326226,2181,100.875,9.401,1.394,25.272,24.85,32.4472,33.5062
"2269 _ b","10",33,9.20510884610546,38.7327578049058,383,436.12,0.122,0.32,25.412,25.146,33.768,33.9012
"2319 _ b","10",48,8.68359323687816,43.6581561115679,1361,61.095,2.428,0.318,26.446,25.762,33.5754,34.5118
"2318 _ b","10",55,9.48314733530016,37.7479752261859,5899,182.878,12.886,3.37,25.708,24.504,34.485,34.5554
"2771 _ b","10",47,4.53031964085138,27.6522306544369,7996,782.657,0,0.714,24.288,23.258,35.073,35.1836
"2721 _ b","10",58,6.97176055704774,48.6007847512666,1889,211.842,0.222,0.364,24.77,23.836,34.1212,34.2112
"2670 _ b","10",54,7.79944514079311,38.3821327607238,4401,276.402,8.025,0,26.378,25.782,35.5062,35.5602
"2620 _ b","10",55,7.61653849991099,42.7089573467888,2791,375.965,0.092,0.932,26.11,25.506,35.1838,35.601
"2569 _ b","10",54,5.12845257280501,35.2561347601674,5734,201.867,1.027,1.158,24.572,24.182,35.0144,35.2202
"2519 _ b","10",56,2.90399850262531,34.3784577668891,15262,832.282,4.28,4.761,25.994,25.17,35.2258,35.254
"2419 _ b","10",61,6.12439578525354,40.5055050695682,4675,249.716,21.594,0.33,24.23,23.932,33.3248,33.9396
"2169 _ b","10",53,12.1747560325658,43.5640245779129,2820,186.661,26.9,0,25.216,24.78,29.5654,32.8616
"2170 _ b","10",37,9.75439508506615,39.7251839416299,643,70.281,0.284,0,24.714,24.636,31.989,32.923
"2120 _ b","10",56,6.2759221901212,45.0062922396482,2120,201.04,0.655,1.496,25.064,25.092,33.0622,33.4266
"1246 _ b","10",54,10.8595732527616,41.0913666027815,3731,287.451,0.594,6.896,22.898,21.71,33.7328,35.073
"1340 _ b","10",62,8.09658860330996,37.1717253961994,15095,882.948,19.92,3.82,22.978,21.836,34.7196,35.076
"1294 _ b","10",61,5.09040340107878,41.6382979304685,6615,687.881,15.18,3.405,22.142,20.762,33.3504,34.3102
"1777 _ c","10",54,6.25413390277275,36.7032284790318,6188,239.02,16.082,1.759,25.938,25.488,33.0636,33.632
"1778 _ c","10",47,2.23010014642209,33.4620914460096,4261,192.233,2.791,0.844,20.802,20.914,32.196,33.1982
"1536 _ c","10",51,4.19429416311032,37.6445705341747,2344,237.294,0.564,0.361,24.318,24.208,34.891,34.9926
"1586 _ c","10",NA,10.1244750199686,35.0834442723461,887,67.133,0.143,0.357,26.132,25.1433333333333,34.363,34.7196666666667
"1534 _ c","10",NA,4.24658155735185,36.4174295152828,8378,469.319,19.398,3.908,23.184,21.5025,32.1262,33.21
"1532 _ c","10",47,5.2644116173678,38.3905725738402,4252,920.371,11.036,1.435,24.012,22.952,33.937,34.0554
"1582 _ c","10",54,8.83495480367057,39.9811092643166,5227,194.773,8.374,0.685,21.864,21.224,32.1066,33.0644
"1630 _ c","10",50,13.6970671888842,53.2893603160678,767,163.365,0,0.542,21.504,20.846,34.4026,34.5496
"1680 _ c","10",47,9.62209479265109,40.4908087467553,1899,143.538,0,1.165,24.57,24.232,33.832,34.3418
"1730 _ c","10",47,10.9294871794872,40.4986807911992,1706,58.059,7.832,0.623,23.324,22.788,33.402,33.8106
"1486 _ c","10",63,6.70341804460097,34.6292420994528,8162,607.257,22.522,2.664,23.914,23.552,34.9472,35.1602
"1340 _ c","10",60,5.05485448010153,37.2035396488241,7423,354.146,19.028,1.499,23.078,21.838,35.3424,35.5574
"1246 _ c","10",63,6.19937203585974,39.6119874194745,5577,320.408,0.514,2.224,23.24,23.62,31.9534,33.8608
"1294 _ c","10",57,5.41577145717569,36.963922072907,7049,616.181,4.931,2.605,22.568,22.444,33.0618,34.1686
"2022 _ c","10",27,5.19677725937446,31.1553784225282,491,55.178,0,0,21.898,21.77,32.1714,32.7682
"2021 _ c","10",41,7.3289345318524,32.6874817600753,2371,95.694,1.886,0.048,23.54,23.34,31.7896,32.9444
"2120 _ c","10",38,7.1116202346041,50.4888024862956,483,465.164,1.275,0,23.536,23.24,32.7118,33.0666
"2419 _ c","10",50,2.49774994546986,23.5403264576851,26804,1774.032,5.617,0.653,23.552,22.966,33.2062,34.2646
"2519 _ c","10",56,4.49550355157814,29.9293374165709,10618,742.646,7.391,1.395,26.498,26.118,35.6128,35.5096
"2569 _ c","10",59,4.85472293975993,28.7388147622208,19814,861.049,40.303,0.448,26.018,25.572,34.7054,34.8662
"2771 _ c","10",64,6.40267127164468,43.4937195579551,7858,447.663,3.592,1.817,24.278,24.052,35.663,35.8568
"2721 _ c","10",36,3.79832246780092,35.2223226067184,978,105.899,0.009,0.362,23.642,23.214,35.6826,35.574
"2670 _ c","10",42,1.79499174816886,22.1992115646282,11277,1013.863,0.746,0.186,24.414,23.456,35.6084,35.727
"2169 _ c","10",48,6.82220710485856,33.1088388955931,3879,200.105,2.856,0.582,26.06,25.706,33.0794,33.8448
"2170 _ c","10",26,5.09111204396275,29.2706747014225,731,89.979,0,0,26.038,25.546,32.2336,33.9536
"2219 _ c","10",44,2.66001934260063,33.1495092263095,2532,82.433,3.32,0.365,25.46,24.876,33.1152,33.5436
"2269 _ c","10",45,3.08909311433304,28.3055114004994,4003,69.332,1.416,0.278,24.324,24.262,33.5656,33.8232
"2319 _ c","10",36,3.38370375539351,28.873514330758,1869,31.559,5.039,0,25.312,25.22,33.918,34.3154
"2318 _ c","10",51,9.17264337584544,30.6864440657818,6038,214.678,11.455,2.203,26.62,26.444,33.958,34.4224
"1972 _ c","10",48,11.2977846509196,35.3477649623342,3020,232.163,2.955,0.626,24.64,24.436,31.4626,32.4416
"1973 _ c","10",44,4.70561496088506,35.34607183842,2255,60.553,3.292,1.176,23.736,23.432,32.4556,33.1666
"1923 _ c","10",47,3.63918626948155,34.2666679337045,3418,85.348,6.424,0.438,22.286,22.162,32.5468,32.6312
"1924 _ c","10",41,5.12876607087228,28.3055341725626,2960,268.136,1.049,0.4,25.224,25.016,33.5176,33.9198
"1875 _ c","10",45,6.97952361460343,34.4115465746138,2932,280.931,31.783,0.607,22.846,22.472,32.2758,32.7068
"1826 _ c","10",42,4.77780778358619,33.5967470937959,2312,148.786,6.442,0.029,24.758,24.362,33.071,33.3502
"2620 _ c","10",52,7.60855156169224,36.2757029523869,4217,430.844,7.601,0.123,24.97,24.47,35.1916,35.2106
"1777 _ d","10",46,8.71604222247998,37.7803157980587,3267,172.64,8.554,0.148,24.666,24.28,33.1716,33.5738
"1680 _ d","10",61,4.03063101198576,37.5210782034688,5517,440.699,2.709,0.692,24.206,24.084,34.736,34.7692
"1630 _ d","10",52,4.90637257592583,41.2871842589541,2641,973.21,0.098,0.114,20.49,20.406,32.837,32.9946
"1586 _ d","10",38,6.43495361619216,34.9599634707181,1331,420.269,0.239,0.561,24.148,23.928,34.8072,34.8996
"1536 _ d","10",48,4.64242559313074,29.0605820474262,9190,634.533,0.495,1.182,20.924,20.562,33.7888,34.0108
"1486 _ d","10",48,5.48934816630133,26.7572474563991,16654,1312.149,5.79,1.345,22.658,22.178,34.4348,34.6238
"1534 _ d","10",60,5.03731841629637,39.2265716256228,6795,525.614,14.83,2.211,24.248,23.14,33.7306,34.7636
"1532 _ d","10",56,3.50308981564661,35.8374359954582,7890,504.069,14.784,1.083,21.13,20.614,32.4702,33.541
"2319 _ d","10",46,2.58967701690866,33.218724732715,2725,58.709,12.285,0.096,24.876,23.732,34.7466,34.9976
"2771 _ d","10",58,11.2016848722568,39.6588138439628,3434,269.266,1.336,0.767,25.866,24.93,35.9278,36.0282
"2721 _ d","10",56,4.0658651612074,37.4735802295046,4535,327.829,0.287,0.395,24.956,24.742,35.5262,35.4052
"2670 _ d","10",52,2.22079321488747,35.12643392377,3843,191.37,1.151,0.629,23.968,23.628,35.1398,35.3264
"2620 _ d","10",56,4.64828954504207,36.2568601340001,5885,193.308,2.206,1.486,25.952,25.362,34.9764,35.0558
"2569 _ d","10",46,1.99549987936339,25.3255431672774,6190,129.597,3.611,0,23.624,23.4,33.7936,33.8638
"2519 _ d","10",53,10.0301278967771,37.7898464551779,3766,205.399,13.313,0.64,23.582,23.192,35.0294,35.029
"1875 _ d","10",46,3.19825600485651,28.1527849328178,6007,96.152,1.558,0.967,23.5,22.794,31.831,32.5122
"1826 _ d","10",54,10.8523597198625,36.9477613526722,5314,268.062,26.172,1.25,21.738,21.698,33.1076,33.9968
"2022 _ d","10",52,8.30694116586572,38.5539166475276,3435,192.232,17.862,0.957,22.212,22.116,31.4896,32.3154
"2021 _ d","10",50,8.43683645376673,43.5092820325634,2045,81.538,4.655,3.065,25.8,25.524,33.3828,34.202
"2120 _ d","10",55,6.06166761940671,41.7920147058501,3459,568.408,15.854,0.621,22.534,22.252,30.7384,31.0786
"2170 _ d","10",41,5.45061561619514,41.1860752918327,921,157.007,3.425,0.07,24.21,23.656,33.1052,33.399
"2169 _ d","10",62,8.4601432815905,44.5358453800589,4996,907.781,11.034,1.762,24.478,23.834,29.4548,33.3674
"1973 _ d","10",41,1.94426030951036,27.0118533590398,2925,56.485,0.253,1.177,23.838,23.772,32.3286,32.3828
"1923 _ d","10",52,9.69113437299721,41.7306576690294,3087,143.209,22.511,0.373,24.856,24.646,32.3402,32.5522
"1924 _ d","10",49,11.2097514788933,38.0414179395951,3272,96.711,9.678,1.182,22.186,21.896,32.0184,32.6604
"1582 _ d","10",57,8.42387459872737,43.6908273960831,2488,490.889,0.253,0.221,23.124,22.786,33.3608,33.5514
"1246 _ d","10",57,3.21894631046095,30.2586800465962,16797,1224.652,37.752,2.423,24.428,24.324,33.8108,35.124
"1294 _ d","10",56,7.68856389030683,37.612814128275,7072,643.216,2.778,1.693,21.224,20.7,34.5598,34.6682
"1340 _ d","10",57,5.64740819872368,40.0588630231462,5117,120.474,14.228,1.592,24.57,24.222,34.7408,34.918
"1730 _ d","10",38,3.03549429773739,42.5986846113092,706,103.239,0,0,22.976,22.898,34.3072,35.0616
"1778 _ d","10",55,4.44567357408961,38.6333909925505,4314,378.166,19.366,2.405,24.574,23.75,32.8872,33.1824
"2318 _ d","10",50,6.17379503946037,32.0832002761541,4692,115.544,15.342,0.905,23.338,22.34,33.3696,33.7952
"2269 _ d","10",49,6.65615573997684,37.3392323767259,2021,83.86,5.41,0.261,26.618,26.226,34.1286,34.2694
"2219 _ d","10",52,6.42747184499451,34.9264675408308,5784,169.789,14.205,1.013,22.34,21.864,32.5124,33.2404
"2419 _ d","10",51,6.74402419139272,31.5657787130493,8810,551.88,28.565,0.093,24.858,24.306,33.8812,34.191
"1972 _ d","10",43,2.44012260365582,36.0025626076048,2093,238.616,9.125,0.786,23.372,23.3,33.1596,33.5974
